strain1,strain2,segments,gen,phys
AB4,JU1400,7,0.232469068,0.299372777
CB4854,JU1400,10,0.252159835,0.327351798
CB4856,JU1400,0,0,0
CB4932,JU1400,9,0.222914449,0.263559979
CX11264,JU1400,5,0.145901219,0.191153745
CX11307,JU1400,8,0.227354647,0.308076028
CX11314,JU1400,6,0.224530575,0.238786333
DL200,JU1400,10,0.341535571,0.407196247
DL226,JU1400,7,0.219237425,0.311725837
DL238,JU1400,0,0,0
ED3011,JU1400,7,0.254188868,0.321210025
ED3040,JU1400,11,0.289276413,0.384403943
ED3046,JU1400,8,0.317508315,0.373924146
ED3049,JU1400,8,0.317508315,0.373924146
ED3077,JU1400,9,0.26879151,0.340594374
EG4724,JU1400,8,0.171759566,0.259863555
EG4725,JU1400,9,0.184745651,0.263723772
JU1088,JU1400,8,0.281138599,0.386365553
JU1172,JU1400,6,0.265802612,0.325888517
JU1200,JU1400,8,0.242722106,0.319049631
JU1246,JU1400,6,0.134728163,0.180639725
JU1395,JU1400,8,0.26467102,0.330540187
CB4852,JU1440,8,0.501815807,0.544518091
CX11292,JU1440,7,0.412292687,0.488499713
CX11262,JU1440,9,0.232602844,0.275078516
CX11315,JU1440,8,0.308524828,0.397845584
CX11271,JU1440,15,0.508378758,0.557934646
CX11276,JU1440,9,0.408154693,0.490507858
CX11285,JU1440,12,0.278003073,0.35000117
ED3005,JU1440,7,0.357302554,0.417994643
ED3012,JU1440,10,0.486760516,0.505617755
ED3017,JU1440,10,0.537417331,0.625052384
ED3048,JU1440,7,0.494619583,0.54170656
ED3052,JU1440,5,0.386548519,0.417943424
ED3073,JU1440,10,0.439982583,0.508885933
EG4347,JU1440,12,0.492360329,0.528747421
EG4349,JU1440,10,0.285513653,0.372474935
EG4946,JU1440,10,0.440967892,0.495352979
JT11398,JU1440,11,0.480490447,0.566744969
JU310,JU1440,10,0.513449682,0.601992141
MY23,JU1440,4,0.108206349,0.11509258
JU1212,JU1440,8,0.241319205,0.24768011
JU1213,JU1440,10,0.434892929,0.419476707
JU1242,JU1440,9,0.356969408,0.426059599
JU1409,JU1440,12,0.494499675,0.547204176
JU1491,JU1440,6,0.403207177,0.47183596
JU1581,JU1440,6,0.340092674,0.390293676
JU1568,JU1440,8,0.391826782,0.448279107
JU311,JU1440,7,0.34471054,0.351172346
JU323,JU1440,6,0.390164813,0.462146277
JU346,JU1440,11,0.370581116,0.375525375
JU360,JU1440,13,0.403640839,0.501627957
JU367,JU1440,9,0.432122723,0.483226555
JU363,JU1440,14,0.402982286,0.512236397
JU394,JU1440,6,0.340474695,0.371725395
JU792,JU1440,8,0.326843816,0.394638471
JU397,JU1440,7,0.314262543,0.384930793
JU561,JU1440,8,0.50670762,0.53329817
JU775,JU1440,8,0.157469699,0.194808617
JU830,JU1440,11,0.292274687,0.409151575
JU847,JU1440,9,0.423472742,0.393287255
LSJ1,JU1440,8,0.490977266,0.518133759
MY10,JU1440,7,0.329697522,0.365050541
MY18,JU1440,6,0.277431118,0.313761943
PX174,JU1440,7,0.398307333,0.435201931
PX179,JU1440,9,0.498350656,0.539667957
QX1211,JU1440,0,0,0
QX1233,JU1440,8,0.344326126,0.444543467
JU258,JU1440,8,0.136911832,0.110495085
AB1,JU1440,8,0.473926443,0.564726209
AB4,JU1440,10,0.423728252,0.463821314
CB4854,JU1440,7,0.432014095,0.497283103
CB4856,JU1440,0,0,0
CB4932,JU1440,8,0.390520917,0.433497505
CX11264,JU1440,4,0.195249989,0.213488134
CX11307,JU1440,9,0.30633284,0.365427208
CX11314,JU1440,9,0.338225559,0.349968665
DL200,JU1440,8,0.360835356,0.458523451
DL226,JU1440,7,0.298119723,0.433110122
DL238,JU1440,0,0,0
ED3011,JU1440,7,0.437312637,0.491136546
ED3040,JU1440,7,0.257580497,0.368954178
ED3046,JU1440,10,0.372749489,0.43572219
ED3049,JU1440,10,0.372749489,0.43572219
ED3077,JU1440,9,0.470056461,0.513733411
EG4724,JU1440,11,0.307693703,0.36347929
EG4725,JU1440,6,0.266286345,0.293296203
JU1088,JU1440,7,0.421079541,0.461580242
JU1172,JU1440,8,0.400290564,0.456718144
JU1200,JU1440,11,0.504858922,0.556453351
JU1246,JU1440,8,0.177392739,0.24396626
JU1395,JU1440,7,0.491024807,0.542085784
JU1400,JU1440,9,0.301105842,0.39143696
CB4852,JU1530,13,0.448367874,0.491266326
CX11292,JU1530,10,0.436139253,0.503990362
CX11262,JU1530,4,0.211516803,0.237017765
CX11315,JU1530,7,0.253531426,0.349675661
CX11271,JU1530,12,0.389555386,0.490359593
CX11276,JU1530,10,0.394375165,0.472224282
CX11285,JU1530,11,0.231392508,0.328841223
ED3005,JU1530,12,0.30568548,0.372396035
ED3012,JU1530,11,0.361022807,0.416211595
ED3017,JU1530,17,0.573724237,0.669416473
ED3048,JU1530,11,0.381694309,0.456582483
ED3052,JU1530,9,0.286093014,0.331023536
ED3073,JU1530,14,0.507293036,0.515754019
EG4347,JU1530,12,0.458569304,0.499631376
EG4349,JU1530,16,0.376710215,0.41154981
EG4946,JU1530,12,0.442943994,0.502595196
JT11398,JU1530,8,0.362044824,0.473644702
JU310,JU1530,9,0.935917437,0.955536608
MY23,JU1530,3,0.03495106,0.035804999
JU1212,JU1530,8,0.173753869,0.190028945
JU1213,JU1530,13,0.345933189,0.405046788
JU1242,JU1530,12,0.394256011,0.517872541
JU1409,JU1530,11,0.415038254,0.467835847
JU1491,JU1530,13,0.299588064,0.375285598
JU1581,JU1530,5,0.30570215,0.364752494
JU1568,JU1530,13,0.320806156,0.412002113
JU311,JU1530,14,0.293719712,0.315121019
JU323,JU1530,13,0.422071667,0.540332016
JU346,JU1530,10,0.377146944,0.383392036
JU360,JU1530,14,0.450058219,0.515496626
JU367,JU1530,11,0.334837992,0.418214208
JU363,JU1530,15,0.439392789,0.521979476
JU394,JU1530,8,0.238738773,0.292113184
JU792,JU1530,7,0.320840372,0.418636812
JU397,JU1530,11,0.322195152,0.381524596
JU561,JU1530,10,0.365988083,0.404104295
JU775,JU1530,6,0.171719614,0.219272153
JU830,JU1530,12,0.365485763,0.441256425
JU847,JU1530,13,0.352647824,0.410370315
LSJ1,JU1530,11,0.383923031,0.460125589
MY10,JU1530,8,0.224836681,0.269015284
MY18,JU1530,11,0.337840135,0.382467908
PX174,JU1530,10,0.328894013,0.365929801
PX179,JU1530,10,0.400585179,0.461830405
QX1211,JU1530,0,0,0
QX1233,JU1530,8,0.276058734,0.34453494
JU258,JU1530,7,0.233558348,0.199243277
AB1,JU1530,10,0.348153625,0.423071552
AB4,JU1530,10,0.327922826,0.411381593
CB4854,JU1530,11,0.335934558,0.427189852
CB4856,JU1530,0,0,0
CB4932,JU1530,8,0.342328152,0.406080864
CX11264,JU1530,5,0.181792388,0.23787238
CX11307,JU1530,7,0.300147873,0.369777775
CX11314,JU1530,8,0.317501908,0.347100113
DL200,JU1530,12,0.455181121,0.558502679
DL226,JU1530,9,0.243803556,0.367594733
DL238,JU1530,0,0,0
ED3011,JU1530,8,0.337936054,0.412971219
ED3040,JU1530,10,0.334583544,0.386242424
ED3046,JU1530,12,0.377302241,0.431003084
ED3049,JU1530,12,0.377302241,0.431003084
ED3077,JU1530,12,0.375052876,0.442141079
EG4724,JU1530,11,0.286840917,0.373954563
EG4725,JU1530,10,0.21383295,0.293335878
JU1088,JU1530,10,0.403657543,0.456352092
JU1172,JU1530,10,0.427570771,0.486545393
JU1200,JU1530,9,0.364200635,0.441958362
JU1246,JU1530,8,0.236939488,0.28372908
JU1395,JU1530,11,0.390586114,0.465004504
JU1400,JU1530,12,0.367050228,0.459552634
JU1440,JU1530,12,0.488169666,0.58323648
CB4852,JU1580,3,0.143916712,0.131598721
CX11292,JU1580,4,0.108699441,0.110009938
CX11262,JU1580,4,0.066313487,0.06158487
CX11315,JU1580,3,0.09389051,0.08983821
CX11271,JU1580,5,0.179751696,0.194783991
CX11276,JU1580,3,0.165151952,0.176351502
CX11285,JU1580,4,0.120803551,0.092402744
ED3005,JU1580,3,0.095106926,0.088085381
ED3012,JU1580,3,0.139153945,0.119065531
ED3017,JU1580,5,0.276981787,0.248478293
ED3048,JU1580,6,0.210391376,0.178720736
ED3052,JU1580,4,0.180179052,0.214379618
ED3073,JU1580,5,0.120119578,0.11651324
EG4347,JU1580,4,0.16018563,0.129658891
EG4349,JU1580,11,0.264490424,0.275172396
EG4946,JU1580,3,0.110095596,0.09738905
JT11398,JU1580,3,0.165213512,0.197922579
JU310,JU1580,4,0.195270593,0.212345418
MY23,JU1580,2,0.04858411,0.064046406
JU1212,JU1580,7,0.273471637,0.281419333
JU1213,JU1580,10,0.506292155,0.528062441
JU1242,JU1580,8,0.291671753,0.292292944
JU1409,JU1580,7,0.167185116,0.108524188
JU1491,JU1580,6,0.354543432,0.386277545
JU1581,JU1580,6,0.439341558,0.433734626
JU1568,JU1580,4,0.179071705,0.165692463
JU311,JU1580,5,0.220117454,0.179219495
JU323,JU1580,5,0.204107857,0.210156234
JU346,JU1580,5,0.190280173,0.24076431
JU360,JU1580,5,0.204051828,0.17656907
JU367,JU1580,6,0.187048987,0.169459509
JU363,JU1580,5,0.204051828,0.17656907
JU394,JU1580,5,0.176241047,0.200152906
JU792,JU1580,10,0.364156859,0.394297134
JU397,JU1580,10,0.359044268,0.403091968
JU561,JU1580,6,0.151761847,0.194887168
JU775,JU1580,11,0.209805744,0.24967732
JU830,JU1580,4,0.070058259,0.078469356
JU847,JU1580,5,0.229789849,0.247487547
LSJ1,JU1580,3,0.147007891,0.147145542
MY10,JU1580,9,0.1905462,0.206948872
MY18,JU1580,6,0.07005522,0.077585242
PX174,JU1580,3,0.117458717,0.056192497
PX179,JU1580,6,0.161655544,0.14923088
QX1211,JU1580,0,0,0
QX1233,JU1580,3,0.042762182,0.068448602
JU258,JU1580,7,0.140503185,0.138757953
AB1,JU1580,7,0.161248672,0.155711314
AB4,JU1580,3,0.095106926,0.088085381
CB4854,JU1580,2,0.080420474,0.096760022
CB4856,JU1580,0,0,0
CB4932,JU1580,5,0.297172232,0.343373031
CX11264,JU1580,2,0.087158088,0.080257866
CX11307,JU1580,5,0.100868566,0.130218555
CX11314,JU1580,4,0.103946919,0.092435609
DL200,JU1580,7,0.238151856,0.257786794
DL226,JU1580,2,0.038271299,0.065091677
DL238,JU1580,0,0,0
ED3011,JU1580,3,0.095106926,0.088085381
ED3040,JU1580,6,0.065789026,0.085857361
ED3046,JU1580,8,0.153570917,0.151155002
ED3049,JU1580,8,0.150828425,0.148034619
ED3077,JU1580,7,0.260258767,0.204641322
EG4724,JU1580,4,0.189833312,0.159392609
EG4725,JU1580,6,0.209379447,0.159056105
JU1088,JU1580,3,0.080947376,0.045560431
JU1172,JU1580,5,0.15131826,0.116443247
JU1200,JU1580,5,0.153727986,0.144609868
JU1246,JU1580,8,0.583894096,0.55892016
JU1395,JU1580,4,0.209197991,0.169776349
JU1400,JU1580,3,0.047123626,0.06441876
JU1440,JU1580,7,0.264403162,0.255945108
JU1530,JU1580,5,0.154923381,0.187786315
CB4852,JU1586,12,0.57335254,0.685792714
CX11292,JU1586,10,0.420753627,0.489393094
CX11262,JU1586,7,0.169210214,0.212060783
CX11315,JU1586,9,0.337175691,0.410967228
CX11271,JU1586,13,0.39956986,0.465747393
CX11276,JU1586,10,0.38080389,0.434958159
CX11285,JU1586,10,0.262666988,0.315824034
ED3005,JU1586,8,0.324193053,0.392781885
ED3012,JU1586,8,0.686344474,0.7229125
ED3017,JU1586,12,0.433895299,0.478229474
ED3048,JU1586,10,0.496467606,0.554156156
ED3052,JU1586,11,0.401915935,0.406557533
ED3073,JU1586,12,0.333981035,0.468458794
EG4347,JU1586,15,0.59359302,0.710548755
EG4349,JU1586,11,0.268522505,0.299467495
EG4946,JU1586,13,0.513919668,0.594934109
JT11398,JU1586,13,0.454310903,0.556387072
JU310,JU1586,9,0.350164905,0.436305211
MY23,JU1586,2,0.026117933,0.016325322
JU1212,JU1586,10,0.553312534,0.530313179
JU1213,JU1586,8,0.31988362,0.303299052
JU1242,JU1586,7,0.32668254,0.376054981
JU1409,JU1586,11,0.352339983,0.412673571
JU1491,JU1586,9,0.341431351,0.355732462
JU1581,JU1586,6,0.243853146,0.25171059
JU1568,JU1586,10,0.729380501,0.739666817
JU311,JU1586,8,0.598505062,0.588211531
JU323,JU1586,6,0.366466602,0.411714431
JU346,JU1586,8,0.216322739,0.276097932
JU360,JU1586,10,0.241526133,0.362545175
JU367,JU1586,11,0.716155518,0.759521005
JU363,JU1586,11,0.264026741,0.36932728
JU394,JU1586,7,0.679272085,0.677381109
JU792,JU1586,5,0.31311371,0.318496588
JU397,JU1586,10,0.461508773,0.417096238
JU561,JU1586,12,0.513196015,0.531097022
JU775,JU1586,6,0.096760594,0.115100829
JU830,JU1586,9,0.228961285,0.34081383
JU847,JU1586,8,0.378823307,0.384318392
LSJ1,JU1586,11,0.8096552,0.837209523
MY10,JU1586,9,0.286906609,0.334635328
MY18,JU1586,6,0.269674302,0.352596211
PX174,JU1586,8,0.386558465,0.422937309
PX179,JU1586,17,0.590361423,0.7214991
QX1211,JU1586,0,0,0
QX1233,JU1586,7,0.26885475,0.371853497
JU258,JU1586,3,0.043223182,0.064665538
AB1,JU1586,15,0.564687118,0.689880476
AB4,JU1586,9,0.36358211,0.437129328
CB4854,JU1586,10,0.350503627,0.454035504
CB4856,JU1586,0,0,0
CB4932,JU1586,10,0.602226217,0.583142321
CX11264,JU1586,5,0.19873231,0.230415211
CX11307,JU1586,7,0.202834751,0.279429402
CX11314,JU1586,7,0.272818481,0.309028577
DL200,JU1586,8,0.331006477,0.415481078
DL226,JU1586,9,0.297481224,0.418358957
DL238,JU1586,0,0,0
ED3011,JU1586,9,0.386006482,0.458798999
ED3040,JU1586,12,0.317476848,0.388236489
ED3046,JU1586,10,0.337746951,0.417126127
ED3049,JU1586,10,0.337746951,0.417126127
ED3077,JU1586,10,0.413671385,0.500168751
EG4724,JU1586,10,0.30975023,0.368813493
EG4725,JU1586,5,0.260858509,0.262727413
JU1088,JU1586,9,0.411881049,0.437436522
JU1172,JU1586,8,0.359442609,0.428249292
JU1200,JU1586,11,0.777271808,0.797379116
JU1246,JU1586,8,0.331698167,0.350813034
JU1395,JU1586,14,0.622634722,0.704998142
JU1400,JU1586,7,0.214709029,0.296045051
JU1440,JU1586,9,0.434082827,0.502200543
JU1530,JU1586,9,0.32117401,0.418577165
JU1580,JU1586,6,0.207364567,0.180034734
CB4852,JU1652,6,0.32946854,0.372409885
CX11292,JU1652,6,0.266136925,0.34117437
CX11262,JU1652,9,0.182107642,0.198858141
CX11315,JU1652,7,0.245706673,0.329546874
CX11271,JU1652,9,0.335347624,0.365633233
CX11276,JU1652,7,0.282214637,0.343912213
CX11285,JU1652,8,0.181758492,0.228756321
ED3005,JU1652,7,0.281096471,0.334283546
ED3012,JU1652,9,0.345174524,0.400043476
ED3017,JU1652,6,0.305074503,0.361820939
ED3048,JU1652,5,0.363341485,0.402984897
ED3052,JU1652,6,0.316505989,0.359262227
ED3073,JU1652,6,0.266784713,0.353814941
EG4347,JU1652,8,0.366156064,0.400853053
EG4349,JU1652,9,0.237223966,0.262807762
EG4946,JU1652,9,0.297976661,0.360376013
JT11398,JU1652,8,0.266118289,0.331629346
JU310,JU1652,7,0.263270105,0.331423941
MY23,JU1652,3,0.044034851,0.045613807
JU1212,JU1652,7,0.226972874,0.206584577
JU1213,JU1652,11,0.285174346,0.275034497
JU1242,JU1652,7,0.260466257,0.266578064
JU1409,JU1652,10,0.301692835,0.32040579
JU1491,JU1652,9,0.384843429,0.380122221
JU1581,JU1652,8,0.32132787,0.299547025
JU1568,JU1652,6,0.318656087,0.341456129
JU311,JU1652,10,0.313894069,0.369255649
JU323,JU1652,6,0.275984961,0.345158925
JU346,JU1652,7,0.251027164,0.212150798
JU360,JU1652,9,0.290747432,0.366304342
JU367,JU1652,5,0.27118628,0.311590504
JU363,JU1652,9,0.27378293,0.361571525
JU394,JU1652,8,0.341648984,0.383700099
JU792,JU1652,7,0.263703347,0.273695753
JU397,JU1652,8,0.246312226,0.2568889
JU561,JU1652,8,0.401131614,0.452350421
JU775,JU1652,8,0.128893416,0.133727079
JU830,JU1652,6,0.179939096,0.235382293
JU847,JU1652,7,0.258807093,0.310235463
LSJ1,JU1652,6,0.328524192,0.357303793
MY10,JU1652,7,0.286272626,0.355856071
MY18,JU1652,7,0.24244749,0.251456922
PX174,JU1652,4,0.269842218,0.31244426
PX179,JU1652,7,0.454491959,0.443101007
QX1211,JU1652,0,0,0
QX1233,JU1652,5,0.203661383,0.296763934
JU258,JU1652,4,0.058156451,0.073964752
AB1,JU1652,7,0.418135143,0.416454828
AB4,JU1652,8,0.290819691,0.34814067
CB4854,JU1652,5,0.260815271,0.344144831
CB4856,JU1652,0,0,0
CB4932,JU1652,9,0.318585257,0.315773913
CX11264,JU1652,3,0.096762499,0.12149593
CX11307,JU1652,7,0.204371923,0.180675146
CX11314,JU1652,6,0.211905278,0.242734677
DL200,JU1652,8,0.220958469,0.242437779
DL226,JU1652,7,0.24676012,0.334270773
DL238,JU1652,0,0,0
ED3011,JU1652,4,0.246008708,0.32711944
ED3040,JU1652,9,0.268053217,0.311793742
ED3046,JU1652,9,0.245764669,0.319459113
ED3049,JU1652,8,0.231821243,0.314320399
ED3077,JU1652,5,0.325608781,0.360578722
EG4724,JU1652,8,0.236759516,0.273311197
EG4725,JU1652,8,0.230709112,0.223597455
JU1088,JU1652,5,0.265103867,0.310674874
JU1172,JU1652,6,0.247120346,0.309751754
JU1200,JU1652,9,0.349271269,0.394793895
JU1246,JU1652,11,0.232548658,0.252616684
JU1395,JU1652,6,0.335647282,0.381270708
JU1400,JU1652,7,0.196964842,0.212006818
JU1440,JU1652,5,0.442907169,0.475367633
JU1530,JU1652,8,0.278124071,0.332954209
JU1580,JU1652,8,0.214372755,0.185461529
JU1586,JU1652,8,0.357076735,0.373811941
CB4852,JU1896,7,0.425067171,0.512625497
CX11292,JU1896,3,0.226627091,0.300402609
CX11262,JU1896,3,0.092471662,0.118490608
CX11315,JU1896,4,0.170517501,0.244862896
CX11271,JU1896,5,0.208888886,0.279010973
CX11276,JU1896,3,0.186550421,0.24717503
CX11285,JU1896,6,0.109639073,0.146355907
ED3005,JU1896,4,0.223559583,0.275667299
ED3012,JU1896,12,0.514113014,0.57658762
ED3017,JU1896,6,0.212855939,0.240791782
ED3048,JU1896,3,0.250173866,0.314596646
ED3052,JU1896,2,0.194422219,0.248058675
ED3073,JU1896,4,0.236811257,0.308652528
EG4347,JU1896,7,0.463933104,0.540719798
EG4349,JU1896,4,0.159461241,0.17734815
EG4946,JU1896,7,0.352656824,0.428392304
JT11398,JU1896,5,0.360827371,0.423867938
JU310,JU1896,4,0.188331057,0.212330859
MY23,JU1896,1,0.008052504,0.007372057
JU1212,JU1896,7,0.343722841,0.386431342
JU1213,JU1896,4,0.124270971,0.137928943
JU1242,JU1896,5,0.142517089,0.158339789
JU1409,JU1896,3,0.208572407,0.275790509
JU1491,JU1896,5,0.209328548,0.243827073
JU1581,JU1896,10,0.290289189,0.271581805
JU1568,JU1896,5,0.407721153,0.452016205
JU311,JU1896,8,0.349332868,0.439765253
JU323,JU1896,1,0.122337061,0.178673681
JU346,JU1896,6,0.173572372,0.199251037
JU360,JU1896,4,0.139014026,0.222071731
JU367,JU1896,8,0.373850461,0.429392228
JU363,JU1896,5,0.161514634,0.228853836
JU394,JU1896,8,0.451012546,0.522651634
JU792,JU1896,3,0.139515834,0.164886261
JU397,JU1896,4,0.195768554,0.200447857
JU561,JU1896,7,0.427946701,0.458204214
JU775,JU1896,3,0.051290329,0.032871846
JU830,JU1896,5,0.196383524,0.284730262
JU847,JU1896,5,0.206935318,0.228145648
LSJ1,JU1896,6,0.45554979,0.506022973
MY10,JU1896,4,0.192649122,0.263042626
MY18,JU1896,6,0.237181003,0.269625687
PX174,JU1896,4,0.262734832,0.330651063
PX179,JU1896,7,0.467039727,0.528090382
QX1211,JU1896,0,0,0
QX1233,JU1896,4,0.210935933,0.278000674
JU258,JU1896,2,0.031707378,0.057025762
AB1,JU1896,11,0.57564269,0.593715898
AB4,JU1896,3,0.226627091,0.300402609
CB4854,JU1896,3,0.219443903,0.289318669
CB4856,JU1896,0,0,0
CB4932,JU1896,10,0.435552079,0.433201146
CX11264,JU1896,1,0.0386267,0.047961911
CX11307,JU1896,3,0.098794645,0.098868937
CX11314,JU1896,3,0.14291673,0.169690838
DL200,JU1896,3,0.11477401,0.148784659
DL226,JU1896,3,0.212529655,0.27642371
DL238,JU1896,0,0,0
ED3011,JU1896,2,0.221432143,0.295646893
ED3040,JU1896,4,0.19388882,0.266329598
ED3046,JU1896,4,0.182616414,0.25330425
ED3049,JU1896,4,0.182616414,0.25330425
ED3077,JU1896,3,0.195107711,0.249761343
EG4724,JU1896,5,0.132076036,0.154331996
EG4725,JU1896,3,0.121336815,0.146326717
JU1088,JU1896,3,0.245345937,0.308715212
JU1172,JU1896,3,0.207610512,0.268979993
JU1200,JU1896,7,0.497823881,0.562611401
JU1246,JU1896,7,0.184849344,0.225327616
JU1395,JU1896,9,0.441978066,0.515387297
JU1400,JU1896,4,0.160435099,0.187881862
JU1440,JU1896,4,0.266895599,0.310153108
JU1530,JU1896,5,0.186100649,0.208120797
JU1580,JU1896,3,0.039270187,0.022920855
JU1586,JU1896,9,0.529082133,0.56181899
JU1652,JU1896,11,0.440855407,0.489699379
CB4852,JU393,8,0.339730772,0.352907629
CX11292,JU393,7,0.293081429,0.327245176
CX11262,JU393,5,0.103573744,0.116781039
CX11315,JU393,8,0.245077545,0.273875774
CX11271,JU393,9,0.354434876,0.398056441
CX11276,JU393,6,0.323879893,0.368588774
CX11285,JU393,7,0.201295353,0.219987651
ED3005,JU393,7,0.288644071,0.29483431
ED3012,JU393,9,0.362568947,0.360015533
ED3017,JU393,11,0.429966128,0.475824839
ED3048,JU393,8,0.365436011,0.375510076
ED3052,JU393,5,0.323012248,0.370644284
ED3073,JU393,7,0.267881591,0.31168033
EG4347,JU393,10,0.384882409,0.378939211
EG4349,JU393,13,0.32478527,0.349267867
EG4946,JU393,10,0.320700532,0.338339491
JT11398,JU393,8,0.345561585,0.401917597
JU310,JU393,9,0.412713807,0.486336652
MY23,JU393,3,0.069080115,0.090667301
JU1212,JU393,11,0.295551474,0.351182532
JU1213,JU393,11,0.475296731,0.506268273
JU1242,JU393,9,0.36371781,0.392900291
JU1409,JU393,8,0.330155225,0.313481971
JU1491,JU393,11,0.497694616,0.558216316
JU1581,JU393,8,0.415925071,0.531021707
JU1568,JU393,9,0.423012887,0.425508623
JU311,JU393,11,0.422109418,0.410888537
JU323,JU393,5,0.29354073,0.389127014
JU346,JU393,7,0.283303569,0.356682285
JU360,JU393,12,0.405706616,0.437057788
JU367,JU393,10,0.414148974,0.429562272
JU363,JU393,12,0.393831444,0.44272433
JU394,JU393,10,0.365889845,0.414741134
JU792,JU393,9,0.386499618,0.460679192
JU397,JU393,10,0.397732379,0.489445651
JU561,JU393,10,0.359135207,0.434461138
JU775,JU393,11,0.253406231,0.274622219
JU830,JU393,5,0.164171694,0.242410497
JU847,JU393,10,0.338875878,0.392698801
LSJ1,JU393,7,0.382602856,0.404008577
MY10,JU393,9,0.311200236,0.358016535
MY18,JU393,6,0.238965814,0.267563986
PX174,JU393,7,0.316288418,0.28053442
PX179,JU393,10,0.355943472,0.374617195
QX1211,JU393,0,0,0
QX1233,JU393,6,0.19022019,0.254845983
JU258,JU393,7,0.146953698,0.185908129
AB1,JU393,11,0.37640767,0.403158826
AB4,JU393,5,0.252882176,0.285114768
CB4854,JU393,5,0.247413209,0.297918184
CB4856,JU393,0,0,0
CB4932,JU393,12,0.491629439,0.569566456
CX11264,JU393,4,0.156133875,0.139235001
CX11307,JU393,6,0.19855403,0.246960457
CX11314,JU393,6,0.210206284,0.186878564
DL200,JU393,6,0.274895625,0.340822708
DL226,JU393,4,0.234229595,0.297659563
DL238,JU393,0,0,0
ED3011,JU393,6,0.293847687,0.30935792
ED3040,JU393,10,0.238388179,0.265632075
ED3046,JU393,10,0.312477989,0.34086465
ED3049,JU393,10,0.309735497,0.337744267
ED3077,JU393,6,0.294587034,0.312863769
EG4724,JU393,9,0.312001744,0.277712843
EG4725,JU393,9,0.260475888,0.245842658
JU1088,JU393,7,0.259729191,0.259016589
JU1172,JU393,7,0.279649434,0.300970142
JU1200,JU393,10,0.364933493,0.37718803
JU1246,JU393,11,0.29129885,0.397381767
JU1395,JU393,10,0.368132842,0.372195143
JU1400,JU393,7,0.20289647,0.261282297
JU1440,JU393,13,0.5139469,0.550865
JU1530,JU393,11,0.372097054,0.44358984
JU1580,JU393,13,0.47767277,0.485562995
JU1586,JU393,10,0.396701229,0.413604361
JU1652,JU393,9,0.371453239,0.405186654
JU1896,JU393,7,0.224776043,0.24588441
CB4852,JU406,10,0.481184638,0.501291953
CX11292,JU406,7,0.339373042,0.346400902
CX11262,JU406,3,0.083087234,0.074478859
CX11315,JU406,8,0.260059359,0.278054
CX11271,JU406,10,0.344530223,0.339845393
CX11276,JU406,9,0.327071998,0.331866537
CX11285,JU406,10,0.24273871,0.215941432
ED3005,JU406,5,0.26343807,0.277033165
ED3012,JU406,8,0.617454281,0.593758649
ED3017,JU406,6,0.293288787,0.314496195
ED3048,JU406,7,0.39883357,0.392119574
ED3052,JU406,8,0.417982992,0.439617129
ED3073,JU406,5,0.219471117,0.28915931
EG4347,JU406,10,0.437137242,0.506543441
EG4349,JU406,7,0.193803499,0.225565796
EG4946,JU406,9,0.411604596,0.420203609
JT11398,JU406,9,0.357205403,0.418601112
JU310,JU406,7,0.258189118,0.297252347
MY23,JU406,2,0.026117933,0.016325322
JU1212,JU406,9,0.58141835,0.639923711
JU1213,JU406,7,0.322769495,0.379977891
JU1242,JU406,8,0.341867974,0.347437755
JU1409,JU406,8,0.306945517,0.331787237
JU1491,JU406,11,0.455994108,0.521236526
JU1581,JU406,6,0.235898148,0.319225986
JU1568,JU406,10,0.796493257,0.784618302
JU311,JU406,8,0.53452745,0.586821389
JU323,JU406,5,0.313337545,0.347289999
JU346,JU406,6,0.182027805,0.275479859
JU360,JU406,6,0.198463895,0.253086183
JU367,JU406,8,0.591499456,0.618080552
JU363,JU406,8,0.231755504,0.262300595
JU394,JU406,7,0.764113388,0.789470553
JU792,JU406,7,0.355489654,0.441024287
JU397,JU406,9,0.442509171,0.509341002
JU561,JU406,9,0.398858512,0.460600411
JU775,JU406,8,0.160219523,0.184427552
JU830,JU406,6,0.174301715,0.212952726
JU847,JU406,7,0.400646526,0.434536474
LSJ1,JU406,7,0.727485412,0.724076666
MY10,JU406,7,0.278121936,0.344983198
MY18,JU406,3,0.193781941,0.240540091
PX174,JU406,7,0.332403175,0.291274247
PX179,JU406,11,0.440647868,0.510680544
QX1211,JU406,0,0,0
QX1233,JU406,5,0.204794315,0.265157024
JU258,JU406,5,0.102475396,0.160693325
AB1,JU406,10,0.457506122,0.539398121
AB4,JU406,5,0.273392706,0.294875913
CB4854,JU406,5,0.27197049,0.316063721
CB4856,JU406,0,0,0
CB4932,JU406,11,0.586557389,0.662000867
CX11264,JU406,4,0.158878275,0.143056592
CX11307,JU406,6,0.182407283,0.196280286
CX11314,JU406,5,0.203609847,0.177688268
DL200,JU406,8,0.272093847,0.318567619
DL226,JU406,6,0.249030475,0.287686173
DL238,JU406,0,0,0
ED3011,JU406,7,0.330292252,0.335621211
ED3040,JU406,11,0.274888288,0.293648045
ED3046,JU406,9,0.299347202,0.334136729
ED3049,JU406,9,0.299347202,0.334136729
ED3077,JU406,5,0.278176711,0.308450269
EG4724,JU406,8,0.253225976,0.247336726
EG4725,JU406,3,0.184825506,0.165187443
